,subject,course,title,description,transcript
36,american-studies,amst-246,lecture-20,"Professor Wai Chee Dimock positions her reading of  alongside F. Scott Fitzgerald’s career as a Hollywood screenwriter. She shows how the novel borrows narrative techniques from film, particularly flashback, “switchability” on a macro and micro scale, and montage. Invoking the theories of Sergei Eisenstein, she reads scenes of wartime death and individual murder to show how love and war are cross-mapped, superimposed onto one another as part of the narrative fabric of . ","Here is Fitzgerald – reciting “Ode to a Nightingale.” What is in the Keats poem that is, once again, is a tolling of a bell, tolling your form self back to you. The novel was supposedly attributed to them. That’s an almost intrinsic question in the way that they were thought of as the golden couple. Here is another book about Fitzgerald in Hollywood. So it is really a very organic part of his career. A grammatical relation, a kind of reversibility of grammatical relation. What effect is achieved by having a narrative that is out of sequence?Today I wanted to concentrate, because we haven’t read so far into the novel, I wanted to concentrate on switchability or reversibility as a relatively small scale phenomenon. Before it was pearls hanging around her neck. This is the persistent question: whether the money is more important than human beings, or vice versa. Once again, this is more than – in fact, more than just a mini narrative, but a kind of global vision of the world, a vision of the relation in between humanity and economy is suggested by the very, very micro detail of the reversible relation between “back” and “pearls.” It’s really the speech pattern and the tone of voice of someone who’s never not been on the top of the world, as she looks down on everyone, and just putting them in the places. But as is the case with Fitzgerald, the word “hard” is not allowed to stand alone, because we can’t forget that in fact, there were three adjectives, “hard,” and “lovely” and “pitiful.” One thing comes after another, the structure of time. So this is a conversation between Rosemary and Tommy Barban who’s a mercenary. You like the Divers,’ she reminded him. ‘ So we have no understanding of what context Tommy Barban is speaking. Right there, this is a snake making its way into this paradise that is the French Riviera. She didn’t know what to do – she wanted to talk to her mother. It’s always mapped against large-scale warfare. In fact, I would also say that this is another one of those mysteries that even at the end of the novel, we might not be able to say exactly what the logic is. And that’s because in his mind there is such a tight knit between love and war that you almost cannot talk about one without talking about the other. But according to this analysis of war, it is middle-class romantic love that is at the back of war. That’s the most usual context for the little running, except it was a dodging little run. Instead, it seems simply to be a meditation on the way the world comes to us refracted, and there are multiple objects to be doing that, and the relation between that and our subconscious, and the relation between that and our memory."
37,american-studies,amst-246,lecture-21,"Professor Wai Chee Dimock concludes her discussion of  with a biographical sketch of Zelda Sayre Fitzgerald’s mental instability, the inspiration for the character of Nicole Diver. Invoking the schema of “have” and “have not,” she then shows how Fitzgerald borrows techniques from film to quicken the pace of Dick Diver’s narrative of dispossession. Dimock argues that Fitzgerald uses close-up, cross-cutting, and the speeding up of negative resolutions to strip Dick of his professional identity and to render him empty-handed at the end.","I’m coming to Leslie’s section and Merve’s section today. But Nicole refers to him as Captain Diver. This is the picture of her release from Prangins. Even though, obviously, he was the one who was the writer. And I think this is generally thought that this is the person that Rosemary is based on. But she also was tremendously disciplined as an actress. She looked up Geneva in an atlas and found it was in the heart of the Finger Lakes Section and considered a pleasant place. Perhaps, so she liked to think, his career was biding its time, again like Grant’s in Galena; his latest note was post-marked from Hornell, New York, which is some distance from Geneva and a very small town; in any case he is almost certainly in that section of the country, in one town or another. We’ve seen this structure before, and I promise you we’ll see it one more time. All he has is a broken leg, that very ironic reading, which is not to be dismissed. It’s almost as if we’re beginning all over again. We know that the novel is moving very fast. Then we have the very fast motion of the negative resolutions. Let’s look at a couple of instances of close-up. So it’s not surprising that she should know herself to be primarily an actress. But there’s a switch, abrupt switch, to a different sequence of narrative. But he is going to give us echoes of World War I in civilian situations. We can say that what the close-up is doing for Fitzgerald– especially the woman’s face getting bigger and bigger– is the dramatization, the visualization of the woman’s power over the man. When Rosemary’s face is getting so big that she fills the entire visual tableau, that is the point where we see that Rosemary actually knows exactly what kind of a man Dick Diver is. This is outside of her exchange of the letters that she writes to Dick Diver. I’ll have to feel bloated for us both….”I’m not even reading it very well. This is, in many ways, an early paving of the ground for the eventual outcome of the novel that is highlighted by Nicole presenting herself as the victimized party in the marriage. If he had done things right, he would have had absolute control of the marriage before he loses out in the department of knowledge. But now that he’s lost out in the department of knowledge, he’s not going to have power in that marriage as well. It is somebody else’s speed that has dictated the narrative development. I know that we’re almost running out of time, so I’ll give you the final part of that resolution against in fast motion. I was just saying this is a great moment to pair up with the barber scene, the rape scene in .“The mirror in front of Nicole reflected the passage between the men’s side and the women’s, and Nicole started up at the sight of Tommy, Bob and the man she’s going to marry entering and wheeling sharply in the men’s shop. Your friend has worked himself up into a state."
38,american-studies,amst-246,lecture-22,"Professor Wai Chee Dimock focuses her introductory lecture on Faulkner’s on the “pagan quality” of his protagonist Lena. She argues that Faulkner uses Lena to update the classic story of the unwed mother by fusing comedy with the epic road novel. In doing so, he also updates the Greek tradition of the kindness of strangers, drawing attention to it through certain stylistic markers, including the “switchability” between the protagonist and her supporting cast, the use of gerunds as a linguistic safe haven for Lena, and the allegorical naming of Byron and Burden as social types with scripted trajectories.","There’s so many stories to tell about Faulkner, just about the composition of the novel. Maybe the connection is with Lena Grove, who has something of that pagan quality. You see basically it’s like human beings, except, the feet are the hooves of a goat. The satyr actually has an even long history. Here is someone with the ears of a satyr. And another innovation that Faulkner is bringing to bear on the novel– and that really is a serious updating of the classic epic comedy– is the introduction of two allegorical names, Byron and Burden. It has to do with villainous people, but not going all the way to full villainy. With that definition in mind, let’s think about the ways in whichLenais pagan, especially in relation to her sexuality, and way that Faulkner represents this aspect of the human condition. ”The entire story what could have been seen as tragic, traumatic, devastating in person’s life, one whose life’s been ruined, all that is told through Lena’s relation to the window, that she can open it without making a noise, that’s she’s done it a few times, and then she realized she shouldn’t have done it, and then the final time it’s very hard. Delicate equilibrium of periodic filth between two moons balanced. So that at last, as though out of some trivial and unimportant region beyond even distance, the sound of it seems to come slow and terrific and without meaning, as though it were a ghost traveling a half mile ahead of its own shape. It is just an old story being told over and over again and the complete exclusion of anything that is dramatic from this sense of the journey. It turns out that actually even though the protagonist herself too is peaceful for this story to be very dramatic, there will be other people, the supporting cast actually, who supplies the drama. I don’t know of anybody by that name around here. That for me is a measure of how good the marriage is, that you know your companion that well. I know there’s actually that– when I came to this sections last week and I enjoyed them very much, some of you mentioned that Nicole is financially more like a man and so is Rosemary. From the bed, reclining, Armstid watches her gather the remaining coins from among the china fragments and drop them with the others into the sack and knot it and reknot it three or four times with savage finality. And because we’ve just done with Fitzgerald, I want to remind you of a similar instance of switchability in , in the description of Nicole, that her brown back is hanging from the pearls. Basically on a very large macro scale, in terms of the entire narrative structure of . And so there will be two within his seeing before his remembering. It happens on a Saturday afternoon while he’s alone at the mill. It starts out with Byron falling in love, but that romantic side of this story doesn’t even get to control the entire paragraph. Then the rest of the paragraph is taken over by something that has nothing to do with romantic love. All of a sudden we realize that yes, Byron is falling in love at the same time as another unfolding event. These are not the strangers who are kind to other strangers. The allegorical names – how they function in , and how Faulkner’s really updating the old classic story – the story is about the fate of someone called Byron and the fate of someone called Burden."
39,american-studies,amst-246,lecture-23,"Professor Wai Chee Dimock continues her discussion of  by showing how the kindness of strangers turns into malice in the cases of social reformer Joanna Burden and Reverend Hightower. Whereas that malice assumes comedic tones in the depiction of Joanna’s death, it has more complex valences in the case of Reverend Hightower, who is both ethically delicate towards his neighbors and insensitive to his adulterous wife.  Professor Dimock concludes by observing the kinship between the dual narratives of Lena Grove and Joe Christmas as, respectively, the undramatic and dramatic strands of the novel. Drawing on her reading from last lecture, she shows how both Joe and Lena’s consciousness is marked by the gerund form and a passivity of agency that makes them receptacles for the dramatic actions of others.","I’ll be coming to Tao’s section today, but I actually have to teach a class at the same time, so I’ll be a little late coming to your section, I’ll be there at about 1:45. And also the idea of community – thinking about Lena’s relation to the Southern community, Southern hospitality as an updating of the ancient Greek idea of hospitality to strangers. This is one image of how doing good, or the claim to do good, can actually benefit yourself. And he said that what he was scared of happened. And of course, in Dante’s cosmos, this quite severe Christian cosmos, unlike the Greek tradition, human beings are not really supposed to know anything about the future. There’s a kind of a thematic connection, but the tonal connection is different. These two are very important variations to the customary story about Klan violence. It was as though the town realized at last that he would be a part of its life until he died, and that they might as well become reconciled. I would say that this is– I don’t know, I mean, maybe this is too utopian, I’m just reporting to you – but this is what I think Faulkner is doing. And I think it’s because of this – because this is violence within limits. It’s that you can’t really change what people believe about you. And hatred is a very powerful reality for Faulkner. That is the ethical challenge for Hightower. One is that he seems complete fixated on the Civil War. But he was not, and the neighbors would hear her weeping in the parsonage in the afternoons or late at night, and the neighbors knowing that the husband would not know what to do about it because he did not know what was wrong. Hightower is trying to deliver a black baby. Today, we’ll look at part of what he’s trying to do, I think, and look at the contrasting functions of Lena Grove and Joe Christmas in this novel. All the good things about the community come out when we see Lena Grove in action. ”Just to have the name Christmas– and I can’t really think of a name that is less neutral, less innocuous than the name Christmas – even for us,  to hear someone called Christmas, there will be a kind of strange response from most of us. The rest of the story really plays on the consequences, in many ways, of having a name like Christmas. I hope that it makes no sense to you – why Faulkner would want to use this peaceful description for Joe Christmas right before the moment of violence. I will be riding within the hearing of Lucas Burch before his seeing. He didn’t think even then, Something is going to happen. So even the most dramatic action that he’s responsible for is cast as something that is happening to him, almost without his volition. He was looking straight ahead, with a rapt, calm expression like a monk in a picture."
40,american-studies,amst-246,lecture-24,"Professor Wai Chee Dimock focuses on the unresolved problem of race in , focusing her discussion on the variety of reflexive and calculated uses of the word “nigger” as a charged term toward Joe Christmas. She shows how the semantic burden of the word varies – used under duress by Joe Brown and the dietician, deliberately made light of by Hightower and Bobbie, fused with the contrary meanings of Calvinist theology by Joanna Burden, and finally ironized by Joe Christmas himself. Dimock uses these multiple uses of the word “nigger” to meditate on the making of racial identities and our collective input into that process..","I just want to remind you, refresh your memory about what we were talking about before the break. But Hightower, as we also know, is emphatic that – in spite of what happens to him, in spite of the beatings and so on – that he’s actually surrounded by good people. I look at everyone, yeah, quite often I can’t really tell what background, ethnic background people are from. And also when the word is spoken by the person himself. First, let’s look at the way Joe Brown uses that word. So this is one kind of self-contained usage of shameful, and shameful even to the person who is doing it. And this is what Joe sees when she drags him out. This is the thing that you fling at people. He seemed to see ranked tubes of toothpaste like corded wood, endless and terrifying; his whole being coiled in a rich and passionate revulsion. ‘ You nigger bastard!’”This is the evolution of the dietitian, she’s not so vulnerable now. Joe Christmas is really interesting in that way. First, complete vulnerability on the part of the dietitian. Sometimes I think the children have a way of knowing things that grown people of your and my age don’t see. Here, on the other side of the spectrum, is someone who simply cannot have that distance from that word. “His face is at once gaunt at flabby; it is as though there were two faces, one imposed upon the other, looking out from beneath the pale, bald skull surrounded by a fringe of gray hair, from behind the twin motionless glare of his spectacles. His eyes were closed, his hand slow and unceasing. ‘ He doesn’t stop when he makes that confession. Every individual effort to lighten or trivialize that epithet, every attempt to make light of that word  is going to fail. This is the account that Joanna would give of the reason why the two of them are killed. Even though it seems like a strange kind of logic, once you spell it out in that way, actually it is a strange, but nonetheless truthful statement. It’s predicated on the notion, and in some sense, it’s a summary of all that we’ve seen so far, which is that the racial epithet is in fact an epithet that all of us reach for involuntarily when we are under duress. I wouldn’t say that he’s a Calvinist, but he’s certainly very, very interested in this kind of thinking, a curse that is transmitted across time, across generations. We see Addie’s illegitimate son Jewel in . So this is the pendulum swing of Joanna from that incredible sexual license to the other side. But then you also engage in this uncontrollable sexual orgy with them."
41,american-studies,amst-246,lecture-25,"Professor Wai Chee Dimock concludes her discussion of  and the semester by mapping Faulkner’s theology of Calvinist predestination onto race. Using Nella Larsen’s novel  as an intertext, she shows how Joe Christmas’s decision to self-blacken expresses his tragic sense of being predestined, of always “coming second.” Moving away from tragedy, Dimock reads Hightower’s delivery of Lena’s baby as inhabiting a liminal space between tragedy and comedy, as Faulkner gives Hightower a second chance at meaningful communal agency.  She finishes by reading Lena Grove and Byron Bunch’s courtship as the comic end of .","Last time, on Tuesday, we were talking about the use of the word “nigger” by various people– sometimes trying to be trivializing, sometimes obviously agonized but trying to disguise that fact. Today, we’re turning to the other side of the phenomenon and thinking about what it means to inhabit that adjective, “nigger”– what it means to embrace that as one’s identity. To understand this, I think we need to borrow the terminology from someone who talks about what he calls double-consciousness. Today, I’d like to talk about this kind of redoubled double-consciousness in Faulkner along three lines of inquiry. One:  the importance of the light and shadow, which is epitomized, dramatized in the title. This is George Wilson at the moment when he’s starting out on his quest to kill the killer, the person who he thinks kills his wife, and pointing to this God on the billboard as the authority, invoking that authority to justify the mission that he’s just beginning. The truth was that Jay Gatsby of West Egg, Long Island, sprang from his Platonic conception of himself. He becomes an involuntary, strictly passive recipient of sounds that come to him. To those whom He devotes to condemnation, the gate of life is closed by a just irreprehensible, but incomprehensible judgement. But at the same time, if you’re a Calvinist you also have to believe that is irreprehensible. It’s not Joe Christmas who’s doing the walking. This is the outcome of that particular relationship that is completely under the shadow of race. If we were to give primacy to that section, then the symmetry of weapons– the razor and the pistol, both chambers loaded in Joanna’s pistol, she really means for the two of them to die together – is the appropriate end for a tragic narrative. with his hands raised and clenched, his face sweating, his lip lifted upon his clenched and rotting teeth from about which the long sagging of flabby and puttycolored flesh falls away. But that is a moment when his voice is very high as befitting his name, Hightower. So Faulkner, I would say, is quite gentle towards Hightower in terms of the final place given to him in the story, in the novel. And again the two men, both older now, met a door of a one-room cabin, the professional having lost again to the amateur, for as he entered the door, the doctor heard the infant cry. But that’s not the only meaning of “too” or in the variation, “also.” That is why, to my mind, Hightower is such an important midpoint between Joe Christmas and Lena Grove. But it is important to recognize that is a completely accidental development. There’s no reason, no logical reason why the doctor should arrive too late. Just that the halo is not the halo around a single face. That’s the reason why Faulkner can go right back to how he begins – to the kindness of strangers. This kindness of strangers is not even ironized by everything that has happened in between page one of  and the final pages."
42,american-studies,amst-246,lecture-2,"Professor Wai Chee Dimock discusses Hemingway’s first book , a collection of vignettes published in 1925 that launched Hemingway’s career as a leading American modernist. Professor Dimock examines a cluster of three vignettes from  to show how Hemingway’s laconic style naturalizes problems of pain and violence amidst the ethnic tensions of the American Midwest. Drawing on the theoretical writings of critics Elaine Scarry and Susan Sontag, and the artistic representations of painter Edvard Munch, Professor Dimock shows how language probes the empathetic boundaries of communal suffering in “Indian Camp” and “Chapter II.” She concludes with a discussion of “The Doctor and the Doctor’s Wife” that shows how inter-ethnic conflict between Native Americans and whites is neutralized by the primitive impulse of peacekeeping, the opposite of the violence she reads in the two other vignettes in this cluster. ","And , as we’ll find out, many of the titles of the novels are actually from very canonical works, or very ancient works in the case of Faulkner. It doesn’t look like a short story collection. It doesn’t work as a linear, streamline kind of narrative. But because Hemingway is so emphatic about it, let’s just do this little experiment of reading these three–two stories and then one inter-chapter–as if they all belong together as a unit. But, even given that it was initially published in , let’s still group it with the other two – “Chapter II” and then “The Doctor and the Doctor’s Wife.” And you might or might not have read these people, but they are very influential figures, including obviously a great painter writing about pain and injury and so on. What she argues is that there’s a breakdown of language under extreme conditions of pain. This is one end of the spectrum in thinking about pain. And it’s really about pain as a sound, pain coming out as a scream. We see other people suffering and we get some visual pleasure. And I think most people would agree that we can shut our eyes. She can’t help causing pain to her own community. So this is one possible outcome, is that it’s basically a kind of neutralization of the scream. The inter-chapters, at least this particular one, is obviously written as a continuation of a meditation on the pain of childbirth. All of a sudden this detail about it raining–the only connection that I can think of, and it’s a conjecture on my part, is that Hemingway has so far been talking about human phenomena. Rain is truly a natural phenomenon that is without human input, without human agency. So it’s very much a concession in the direction of the naturalness of pain and the unavoidable intensity, and the unavoidable violence that they can do to other people. And this is actually what I like to say as the first step towards the end of the story which we know is actually a happy ending. Dick picked up the axes and Eddy took the saw down from the tree. I can’t offer you an explanation why that particular detail is in there. The doctor stood up and put the shotgun in the corner behind the dresser. ‘ If you see Nick, dear, will you tell him his mother wants to see him?’ And the other thing that she says is if you see Nick, tell him that I want to see him, and he should come in to see me. And we can’t think of a better companion, a better tool for the mother to use to stop the doctor from getting into a fight with his Native American workers."
43,american-studies,amst-246,lecture-3,"Professor Wai Chee Dimock continues her discussion of Hemingway’s , testing four additional clusters of chapters and vignettes. She offers readings of each cluster that focus on Hemingway’s logics of expressivity, substitution, and emotional resilience. She concludes that Hemingway mixes tragedy and comedy as genres of writing to produce a humor that vacillates between irony and farce.","Just want to go back very briefly to Hemingway’s letter to John Dos Passos just to remind us what we are up against, this claim on Hemingway’s part. “ And here’s another important letter to Edmund Wilson. This is especially important when a soldier is coming back home: what happened during the war, versus what happened after the war. And going along with that, is the intensity of the experience when you’re in the war, versus, as we know from the story “Soldier’s Home,” the staleness of it when you come back. Even when we’re devastated by something, whether or not that sense of devastation will be with us, even a short moment afterwards. And it’s almost the kind of a slightly larger view, moving away from the bacon fat on the plate to the larger family situation. “As you will see I have revised the Mr. and Mrs. Elliot story and entirely eliminated the obscene image. In the evening they all sat at dinner together in the garden under a plane tree and the hot evening wind blew and Elliot drank white wine and Mrs. Elliot and the girl friend made conversation and they were all quite happy. It’s the lesbian relationship that actually stops this from being a tragedy. The bull, by the time he comes out, is weakened already by various people stabbing at him. And here are two images of that kind of substitution, shameless use of the horse as a shield against the bull. But it really is thinking, generally and abstractly, about what counts as a good life, or what counts as being a good player in a bullfight. Because I don’t think it’s actually the same cat. But the more important substitution in the story, other than just wanting the cat to stand for something else, is also that instead of the husband being the emotional support for the wife, it is the hotel apparatus that has substituted, has stepped in and is fulfilling that function. But I think that Hemingway, actually, is a slightly different kind of writer. So he is quite unashamed of going to an almost embarrassing extreme in a sense that you don’t want to show that this is really what you believe in. But this time it’s not the picador on his horse. Villalta became one with the bull and then it was over. But for Hemingway, this kind of complete lack of emotional insulation – and we’ve talked about the question of insulation in Indian Camp – but the complete lack of emotional insulation between yourself and something that you feel utterly passionate about: that for Hemingway, is the place that he really wants to get to. I have to say I like the “Big Two-Hearted River” much more than the bull fighting scenes in Hemingway. But he is on this trip through a country that is not really disclosed to us. A landscape we don’t really know where it is. And this is what happens at the moment when Nick catches his trout. And it has to do, actually, with similar dynamics to the bull fighting. So, as far as I can see, Hemingway is actually a very affirmative writer at the end  in the sense that he’s also revising his own story. So, say goodbye to Hemingway, we move on to Fitzgerald and  on Tuesday."
44,american-studies,amst-246,lecture-4,"Professor Wai Chee Dimock begins her discussion of by highlighting Fitzgerald’s experimental counter-realism, a quality that his editor Maxwell Perkins referred to as “vagueness.” She argues that his counter-realism comes from his animation of inanimate objects, giving human dimensions of motion and emotion to things as varied as lawns, ashes, juicers, telephones, and automobiles.  She concludes with a short meditation on race in  and encourages a closer reading of the novel’s instances of racial differentiation.","I’m sure that you guys have your own views on the novel. I would say that he really is the muse of the 1920s. Now everything about Gatsby is more or less a mystery, i.e., more or less vague, and this may be somewhat of an artistic intention, but I think it is mistaken. Couldn’t he be physically described as distinctly as the others, and couldn’t you add one or two characteristics like the use of that phrase ‘old sport,’ not verbal, but physical ones, perhaps?”Very upfront about what he likes, and in this case, what he doesn’t like. My first instinct after your letter was to let him go and have Tom Buchanan dominate the book. He would have been totally flabbergasted. So I think that we can see several things from this exchange. And I’d like to tease out some of the attributes or manifestations of the counter-realist mode of writing. Occasionally, a line of grey cars crawls along an invisible track, gives out a ghastly creak, and comes to rest, and immediately the ash-grey men swarm up with leaden spades and stir up an impenetrable cloud, which screens their obscure operations from your sight. Quite often, it’s like a camera that is moving, this blurry image. And the landscape itself suggest that the desolation is never really absent from that household. We don’t know what he looks like, but we know for sure he doesn’t look like one of those machines. And I have to say, it is an open question:  some of us actually are more stimulated by the visual medium than by the linguistic medium. So we don’t know what Gatsby is like, other than that he is someone who seems to be able to work with great distances, registering an earthquake 10,000 miles away. This is comedy both as it comes to us but also comedy in the act of composition. It is an emotional cord that really binds one person. Somebody should write a paper about this, beginning with the reference to .There’s a persistent undercurrent of blackness, actually, in this novel, just as there is also an  undercurrent of Germanism – Gatsby is supposed to be in the pay of the German army. So here’s the automobile – the 1920s Rolls-Royce. And this is, in fact, the stuff that modern mythology is made of. We don’t know what vegetation is in that conservatory. We’ll never see that limousine driven by the white chauffeur with the two black men and a young black woman sitting in that car. And Gatsby is related to Myrtle in that way. And in this passage, the second mention of the car, it actually is a real hearse, not in the sense that there’s a dead body in it, but in the sense that it’s the carrier of death, it’s the bringer, conveyor, of death to Myrtle."
45,american-studies,amst-246,lecture-5,"Professor Wai Chee Dimock concludes her discussion of  by evaluating the cross-mapping of the auditory and visual fields in the novel’s main pairs of characters. Beginning with an analysis of the Jazz Age, she argues that linkages between what is heard and what is seen have important implications for the overarching themes of , including notions of accountability, responsibility, illusion, and disillusion. She focuses on the linked characters of Daisy and Jordan Baker, Gatsby and Nick Carraway, to show how their convergences and divergences tell the entire store of Gatsby’s decline and fall.","Last time, we talked about the odd presence of race in . Today, I would like to talk about this as the sensations of vagueness. I would like to highlight it in terms of a cross-mapping of sight and sound, because this is not something that we do all the time. And then the third–really, this is the central structure that I’d like to talk about today–is this visual-auditory coupling as thematic coupling. So once again, lots and lots of really interesting details and packed moments that invite us, compel us, to give interpretation to. And what allows this visual image to have such tremendous thematic weight is actually an intrusion of sound into that image. So we also know that Daisy doesn’t appear by herself, so it’s important that she appears with Jordan Baker, that the first glimpse that we have is of the two of them on that enormous couch, and both occupants of a visual field that carries noise. And the car really is a key player in  in all kinds of contexts. And Nick seems to know that, so this is really one of the many signs that this is not going to come to anything. She is a bad driver because she’s lost her nerve. Very precise in naming the number of that unit. ”This is in the context of Nick’s visit to the Buchanan household, and Nick is just about to find out about Tom’s affair with Myrtle. This is what Fitzgerald alludes to, about the new world and the “fresh, green breast of the new world,” at the very end of : some people actually have the capability for endless new beginnings. But Nick and Gatsby also have something else in common as well, in that even though sound is what keeps them going for a good part of the novel, actually, at some point, sound is also extinguished for them. Here is Nick actually watching Tom and Daisy after the accident when Tom and Daisy are back in the house. Once in a while, she looked up at him and nodded in agreement. I have an idea that Gatsby himself didn’t believe it would come, and perhaps he no longer cared. He must have looked up at an unfamiliar sky through frightening leaves and shivered as he found what a grotesque thing a rose is and how raw the sunlight is upon the scarcely created grass. So I want now to start another train of thought that points to a difference between Nick and Gatsby. But here’s Nick talking to Jordan Baker, the day after the accident.“ Nick had conjectured earlier that Gatsby didn’t care if the phone call came or not, but that’s obviously not true. So the colossal vitality of illusion, and that is what’s deathless about Daisy in Gatsby’s own mind and what enables Gatsby to be deathless to some extent as well, in spite of his physical, biological death. That’s why this marriage is not going to take place. Anyway, this is Fitzgerald’s way of encouraging us to think about different constellations, different configurations, of characters."
46,american-studies,amst-246,lecture-6,"Professor Wai Chee Dimock begins her discussion of by presenting Faulkner’s main sources for the novel, including Act V, Scene 5 of  and theories of mental deficiency elaborated by John Locke and Henry Goddard. Her main focus is on the experimental subjectivity of the novel’s first section which is narrated by Benjy Compson, a mentally retarded 33 year old who is completely innocent of his family’s decline and fall in 1920s Jefferson, Mississippi. Professor Dimock traces Benjy’s preoccupation with his sister Caddy and her sexual innocence through his sense of smell, and the repeated phrase “Caddy smelled like trees.” She concludes by observing that Faulkner protects Benjy from the loss of Caddy by allowing him to move seamlessly between the present and the past, shielding him in his own memories. ","And I just want to show you a few images of Faulkner’s Oxford, Oxford, Mississippi. Benjy’s section is obviously a tale told by an idiot, and that’s the challenge that Faulkner takes upon himself – to use mental retardation as a constraint on narration and to take up the challenge that comes from that constraint. What would you do differently?This is to cultivate a self-consciousness about the paper as a paper, what goes into the paper, what you are free and able to put into the paper at one moment and what future projects, what future versions of the paper you might want to do. That’s very, very important to keep in mind. And we’ll think about what that means for “idiocy” to be a form of self-centeredness. So this is what I’ll try to show in the course of this lecture. One of the most important is the philosopher John Locke. Sending someone to Jackson just means sending him to the lunatic asylum. And “moron,” again, a word that we use without thinking about it, had a clinical definition, arrested between seven and 12.So as you can see, by the early 20th century, the scientific thinking about mental retardation was moving more and more towards a quantitative approach. It is told from inside the consciousness of an idiot with the blind self-centeredness of innocence being front and center. You can watch them again when we get to the branch. In his classic on , Freud argues that the development of human sexuality makes it less and less dependent on the sense of smell, that the sense of smell becomes less and less central to the demonstration and the articulation of human sexuality. It is a story that we have to reconstruct by following one particular phrase that has to do with the sense of smell. She put her arms around me again, and I went away. ‘ We can think of it both in terms of the physical act of putting her arms around Benjy but also wrapping her mind around Benjy, someone who’s not able to tell her what is wrong. So just to stop that noise, Caddy has to figure out what it is that is upsetting Benjy to this extent. So we’ve just looked at one kind of arithmetic in the earlier use of the pronoun “we.” So let’s not romanticize Benjy and just call him innocent. Then she put her arm across her face, and I pushed at her, crying. This time, that solution isn’t going to work. And the way Faulkner is telling that story is by this technique of Benjy not finishing his sentences. And that’s just how things are going to be for him forever, trying to say something, trying to express himself to the world without the resources of language and without the manual capacity to do so. Something is lacking, something is missing from Benjy’s world. So the two of them actually do have this in common – I wouldn’t push this point so far, it’s really not a consolation to anyone to have that particular common ground – but this is the symmetry that Faulkner is creating for Benjy and Caddy. So this is the very end of the Benjy section. Then the dark began to go in smooth, bright shapes, like it always does, even when Caddy says that I have been asleep."
47,american-studies,amst-246,lecture-7,"Professor Wai Chee Dimock continues her discussion of  by juxtaposing Quentin’s stream-of-consciousness to his brother Benjy’s narrative subjectivity. Professor Dimock argues that Faulkner uses stylistic parallels between the two sections to communicate “kinship” and “variation” between the two narrators. In her readings, she focuses on their relationship with the black characters in , as well as their reactions to Caddy’s loss of sexual innocence. She concludes with a discussion of Quentin’s suicide as a reaction to the “second-hand tragedy” of Caddy’s pregnancy.","This is an interesting image of Faulkner in Japan. And we’ll think about the extent to which they are brothers. And in fact, it doesn’t take brothers to have that common ground – especially  if we think about race relations, the future of race, the “tomorrow” that Faulkner gets from Macbeth Act V, Scene Five. When they’re given scope, they use it fully. This is the very end, towards the very end of the Benjy section. We are actually in exactly the same position as Benjy. And his well-being is completely dependent and, of a piece with the well-being of the black world. His eyes were soft and irisless and brown, and suddenly I saw Roskus watching me from behind all his whitefolks’ claptrap of uniforms and politics and Harvard manner, diffident, secret, inarticulate and sad. And lack of self-assurance from some time past. In his own mind, the Deacon can move very, very fast from the south to the north. And that agility of movement is partly what gives him a future. Because he’s not actually deferring to Quentin anymore. Deference is a thing of the past, a thing of the geographical south, and now in Massachusetts, he’s actually conferring something. When she cannot, he just keeps on doing it. So from Quentin, we have this added perspective of what Benjy is doing to Caddy. Let’s think about this, by way of the one thread that Faulkner is giving us. Follow that to try to get us from the beginning of Quentin’s chapter, not quite as linear as I would like, but I’ll try to get us from the beginning of Quentin’s section to the end of Quentin’s section. Benji doesn’t understand Caddy because he doesn’t have the mental capacity for it. And Quentin doesn’t understand Caddy because he’s never had the experience. It wouldn’t have been so unbearable for him. And so this is the point where Benjy and Quentin are really kin. Because we also know that, unlike the Benjy section, Caddy is a very fleeting presence in the Quentin section. But actually, it takes more reading than doing a lot of outside research. So this is one way in which sister and water constitute a potential mapping in Quentin’s mind. “And father said it’s because you are a virgin: don’t you see? And that is the tragedy that he’s going to fight to put an end to claim, once and for all, by doing what he does at the end of the novel."
